,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
0,Metric,Approach,Distribution,N Important,Stability 5,Stability N/2,Feat 1 Stab,Feat 2 Stab,Feat 3 Stab,Feat 4 Stab,Feat 5 Stab,mean radius,mean texture,mean perimeter,mean area,mean smoothness,mean compactness,mean concavity,mean concave points,mean symmetry,mean fractal dimension,radius error,texture error,perimeter error,area error,smoothness error,compactness error,concavity error,concave points error,symmetry error,fractal dimension error,worst radius,worst texture,worst perimeter,worst area,worst smoothness,worst compactness,worst concavity,worst concave points,worst symmetry,worst fractal dimension
1,Old Approach,BARBE,normal,14,0.38932980599647266,0.382251478498618,0.6222222222222222,0.24444444444444444,0.13333333333333333,0.08888888888888889,0.0,0,0.036000000000000004,0.005,0.10700000000000001,0.013999999999999999,0.02,0.006,0,0.025,0.020000000000000004,0,0.019,0,0.1,0.019,0.032,0.024999999999999998,0.014,0.022,0.005,0.20800000000000002,0.037,0.21300000000000002,0.30700000000000005,0.01,0.022,0.049999999999999996,0.009,0.026000000000000002,0.032999999999999995
2,Old Approach,BARBE,normal,10,0,0,0,0,0,0,0,0.058,0.017,0.023,0.031,0.014,0.05,0.034,0.15500000000000003,0.026000000000000002,0.069,0,0.019,0,0,0.04499999999999999,0.019,0.029000000000000005,0.05,0.028,0.043,0.248,0.014,0.21000000000000002,0.231,0.055,0.044,0.034,0.019,0.017,0.032
3,Old Approach,BARBE,normal,18,0,0,0,0,0,0,0,0.014,0.011,0.034,0.126,0.032,0.009000000000000001,0,0.005,0.039,0,0.022,0.007,0.019,0,0.011,0,0.015,0.006,0.005,0.026000000000000002,0.127,0.023,0.1,0.23300000000000004,0.009000000000000001,0.009000000000000001,0.011,0.006,0.024,0
4,Old Approach,BARBE,normal,12,0,0,0,0,0,0,0,0.014,0.006,0.027,0.16300000000000003,0.037000000000000005,0.012,0.018000000000000002,0.1,0.023,0.024,0.027000000000000003,0.019,0.013999999999999999,0,0.023,0.025,0.032999999999999995,0.017,0.021,0.018000000000000002,0.1,0.03,0.11,0.3340000000000001,0.038000000000000006,0.055,0.037000000000000005,0.07799999999999999,0.08500000000000002,0.028
5,Old Approach,BARBE,normal,12,0,0,0,0,0,0,0,0.06099999999999999,0.018,0.033,0.11,0.026,0.059999999999999984,0.04899999999999999,0.007,0.027,0.036,0.036,0.008,0.032,0.1,0.02,0.019000000000000003,0.023,0.035,0.007,0.028999999999999998,0.117,0.034,0.011,0.16900000000000004,0.033,0.021,0.040999999999999995,0.027000000000000003,0.033999999999999996,0.051000000000000004
6,Old Approach,BARBE,normal,16,0,0,0,0,0,0,0,0.019,0.08200000000000002,0.031000000000000003,0.16600000000000004,0.018,0.03,0.028,0.033,0.048999999999999995,0.03900000000000001,0.03799999999999999,0.032,0.023999999999999997,0.01,0.008,0.026000000000000002,0.012,0.022000000000000002,0.055999999999999994,0.039,0.063,0.048,0.15300000000000002,0.127,0.06099999999999999,0.045,0.012,0.11800000000000001,0.044,0.053
7,Old Approach,BARBE,normal,15,0,0,0,0,0,0,0,0.034,0.011,0.068,0.041999999999999996,0.01,0.018,0.018,0.006,0.017,0.013000000000000001,0,0.018000000000000002,0,0,0.017,0.041,0,0.017,0.05499999999999999,0.016,0.11100000000000002,0.019,0.061,0.512,0.009,0.016,0.020999999999999998,0.007,0.014,0.026000000000000002
8,Old Approach,BARBE,normal,15,0,0,0,0,0,0,0,0.026,0.031,0,0.027,0.022,0.027,0.024,0.013,0.011,0.007,0.006,0.062,0.013,0.10800000000000001,0.033999999999999996,0.015,0.048,0.016,0.016,0.046999999999999986,0.012,0.055,0.1,0.42000000000000004,0.024000000000000004,0.027,0.016,0.02,0.039,0.033
9,Old Approach,BARBE,normal,15,0,0,0,0,0,0,0,0.019000000000000003,0.02,0,0.10400000000000001,0.03,0.035,0.023000000000000003,0.018000000000000002,0.004,0.024,0.021,0.023,0.012,0.011,0.024,0.005,0.027000000000000003,0.004,0.017,0.036,0.10500000000000001,0.019,0.1,0.21000000000000002,0.062,0.031000000000000003,0.016,0.03899999999999999,0.028,0.011
10,Old Approach,BARBE,normal,16,0,0,0,0,0,0,0,0.065,0.03,0.063,0.015,0.02,0.031,0.018000000000000002,0.009,0.027,0.03,0.03,0.032,0.061,0.035,0,0.03,0.029,0.017,0.006,0.023,0.16200000000000003,0.044,0.008,0.164,0.028,0.049999999999999996,0.056999999999999995,0.018,0.01,0.013
