,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
0,Metric,Approach,Distribution,N Important,Stability 5,Stability N/2,Feat 1 Stab,Feat 2 Stab,Feat 3 Stab,Feat 4 Stab,Feat 5 Stab,mean radius,mean texture,mean perimeter,mean area,mean smoothness,mean compactness,mean concavity,mean concave points,mean symmetry,mean fractal dimension,radius error,texture error,perimeter error,area error,smoothness error,compactness error,concavity error,concave points error,symmetry error,fractal dimension error,worst radius,worst texture,worst perimeter,worst area,worst smoothness,worst compactness,worst concavity,worst concave points,worst symmetry,worst fractal dimension
1,Old Approach,BARBE,normal,14,0.4319757727652469,0.5887140451748578,0.10526315789473684,0.20526315789473684,0.07368421052631578,0.14210526315789473,0.10526315789473684,1.676555265025181,0,0.0,5.252062549926417,2.061467986673963,0.0,0,-3.2736701351514625,0.0,0.0,-7.087601939019081,0,0,4.9744748726055485,0,2.070452687753849,0,0,-2.070452687753849,0,3.264773889795206,0.0,9.626363286442558,13.557305111899558,2.1691917673762124,0,2.39596687669619,0,0.0,0.0
2,Old Approach,BARBE,normal,14,0,0,0,0,0,0,0,-7.519147996988879,3.129806136758232,6.248727312284981,-5.488806060898493,0.0,0.0,-1.5733041891863007,0.0,0.0,0,-1.7540638177891106,0.0,0,-5.633400135990295,0,0,0,0,0,0,4.856651787250992,3.1698053334798018,5.63754514583443,6.615835473775806,0,0,4.239804062863719,-1.6577423491025405,0.0,0.0
3,Old Approach,BARBE,normal,16,0,0,0,0,0,0,0,3.0212872224827674,0.0,0.8267292634607826,3.859011268573193,0.0,2.615916918063653,3.442258180304428,0.0,0,0,7.076031837666084,0,3.483606438815202,10.385911638387693,-2.615916918063653,0,0,0.0,-2.0479842030219717,0,-1.6519642030864474,-2.140719594436536,2.313814170333237,-36.4186020064163,0.0,0,2.359026498477357,0,0.0,0
4,Old Approach,BARBE,normal,17,0,0,0,0,0,0,0,3.3988820861665423,0,7.332824043546827,10.774029337917153,-0.29012812634224006,0,0,26.03131792135987,0,0,11.849146753715281,0,6.492296067291767,89.31789109261375,-2.031677018279993,0,1.8928197136040312,1.8263626856868314,0,0,-21.5814329143103,0,242.98983552498927,12.44507592011097,1.7841159910136974,2.0748180480116476,0,8.108409726554065,0,0
5,Old Approach,BARBE,normal,11,0,0,0,0,0,0,0,2.549602068055313,0,0.0,3.7186648746697157,0,0.0,0.0,0.0,0,0.0,8.614672654482328,0,2.3075033613325,13.588163833172645,0,0.0,0,0,0,0,-4.926488535177221,1.9269185089411403,2.6000889479123837,2.023447341543693,0,0,0,-5.239952510987095,0,0
6,Old Approach,BARBE,normal,17,0,0,0,0,0,0,0,-3.626067533438342,0.0,-2.20015144926736,5.567762373098874,0,0.0,0.0,0.0,2.1888445090158535,0,3.0717485385874332,0.0,-2.6699145819510934,5.672408931698895,0,0.0,0,0.0,0,0.0,-14.33543662493201,2.5958188099387014,-8.839298144405209,-25.174313377025488,0.0,0.011195957928780666,5.48722910038362,-2.052735124867143,2.9579913643765106,2.382747254343495
7,Old Approach,BARBE,normal,11,0,0,0,0,0,0,0,0.0,0,0.0,41.82036913306474,0,0.0,1.8434246723222947,4.391377987390764,0,0,0,0,4.165421116520014,9.667275595723078,0,0.0,0.0,0.0,0,0,11.852607910614205,0.0,-13.14334780713544,-35.921361740988054,2.6572471008832883,0,0.0,8.133493021053068,0.0,0.0
8,Old Approach,BARBE,normal,16,0,0,0,0,0,0,0,8.751083538388961,-1.6396326200822866,0.788469356639824,-13.905489681611417,0,0.0,1.6115286469118928,0.0,0.0,0.0,10.996816823189368,0,8.151691437123116,-16.119502427739533,0,-1.6115286469118928,-1.6115286469118928,0,0,0,-6.76412096121838,1.3971054815689663,0.5513974596668827,5.949815594492768,0,0,0.0,5.912181038928217,0,0
9,Old Approach,BARBE,normal,12,0,0,0,0,0,0,0,-8.121023139997197,-2.392492377701885,0.0,12.887760322987955,0.0,0.0,0.0,5.6723300039363815,0,0.0,-4.920434472933841,0,-5.501361832857975,-7.402710393165393,0,0,0,0.0,0.0,0,-32.5967676762958,0,8.464405806611415,24.069292642628486,0,0,0,-3.478498783986449,0,0.0
