,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
0,Metric,Approach,Distribution,N Important,Stability 5,Stability N/2,Feat 1 Stab,Feat 2 Stab,Feat 3 Stab,Feat 4 Stab,Feat 5 Stab,mean radius,mean texture,mean perimeter,mean area,mean smoothness,mean compactness,mean concavity,mean concave points,mean symmetry,mean fractal dimension,radius error,texture error,perimeter error,area error,smoothness error,compactness error,concavity error,concave points error,symmetry error,fractal dimension error,worst radius,worst texture,worst perimeter,worst area,worst smoothness,worst compactness,worst concavity,worst concave points,worst symmetry,worst fractal dimension
1,Old Approach,BARBE,normal,11,0.532010582010582,0.6222967549592936,0.8,0.28888888888888886,0.35555555555555557,0.15555555555555556,0.17777777777777778,0.1021021021021021,0,0,0.5135135135135135,0.10960960960960961,0.1006006006006006,0.1021021021021021,0.2972972972972973,0,0,0.19369369369369369,0,0.0945945945945946,0.4189189189189189,0,0.015015015015015015,0,0,0,0,0.1006006006006006,0,0.2147147147147147,0.7042042042042042,0,0.1021021021021021,0,0,0,0
2,Old Approach,BARBE,normal,14,0,0,0,0,0,0,0,0.22522522522522523,0,0.03153153153153153,0.021021021021021023,0,0,0,0.1036036036036036,0,0,0.2882882882882883,0,0.10810810810810811,0.3003003003003003,0,0.1006006006006006,0,0,0,0,0.2777777777777778,0.0990990990990991,0.20870870870870872,0.7987987987987989,0,0,0,0.19369369369369369,0,0
3,Old Approach,BARBE,normal,7,0,0,0,0,0,0,0,0.042042042042042045,0,0.14714714714714713,0.14714714714714716,0,0,0,0.1066066066066066,0,0.015015015015015015,0.1981981981981982,0,0.12312312312312312,0.5060060060060061,0,0,0,0,0,0,0.0870870870870871,0.09309309309309309,0.1126126126126126,0.7417417417417417,0.1036036036036036,0,0,0.1981981981981982,0,0
4,Old Approach,BARBE,normal,11,0,0,0,0,0,0,0,0.22222222222222224,0.08258258258258258,0.1921921921921922,0.36336336336336333,0,0,0.0945945945945946,0.1921921921921922,0,0.018018018018018018,0.2012012012012012,0,0.09759759759759759,0.3093093093093093,0,0,0,0,0,0,0.22822822822822825,0.07957957957957958,0.1966966966966967,0.5675675675675677,0.1066066066066066,0,0,0.1996996996996997,0.018018018018018018,0
5,Old Approach,BARBE,normal,18,0,0,0,0,0,0,0,0.2027027027027027,0.0990990990990991,0.021021021021021023,0.43993993993993996,0,0.03453453453453453,0.11261261261261261,0.11861861861861861,0,0,0.20120120120120122,0,0.2177177177177177,0.43093093093093093,0,0,0,0,0,0,0.12162162162162161,0.2102102102102102,0.3303303303303303,0.43843843843843844,0.1111111111111111,0.1036036036036036,0,0.10510510510510511,0,0
6,Old Approach,BARBE,normal,15,0,0,0,0,0,0,0,0.20870870870870872,0,0.2042042042042042,0.3888888888888889,0,0,0.1021021021021021,0,0,0,0.29729729729729726,0,0.13063063063063063,0.30930930930930933,0,0,0,0,0,0,0.3018018018018018,0.2057057057057057,0.12462462462462463,0.496996996996997,0,0.1036036036036036,0,0,0.0945945945945946,0.08558558558558559
7,Old Approach,BARBE,normal,11,0,0,0,0,0,0,0,0.09759759759759759,0,0,0.3078078078078078,0,0,0.11261261261261261,0,0,0,0.1816816816816817,0,0.20120120120120122,0.2897897897897898,0,0,0.09759759759759759,0,0,0,0,0,0.19819819819819817,0.7837837837837835,0,0,0.0960960960960961,0.1906906906906907,0,0
8,Old Approach,BARBE,normal,13,0,0,0,0,0,0,0,0.16366366366366367,0,0.10510510510510511,0.35135135135135137,0,0,0,0,0,0,0.2912912912912913,0,0.31981981981981983,0.4084084084084084,0,0,0,0.09759759759759759,0,0,0.25225225225225223,0,0.1036036036036036,0.8573573573573574,0,0.0960960960960961,0.0990990990990991,0,0,0
9,Old Approach,BARBE,normal,11,0,0,0,0,0,0,0,0.10960960960960961,0,0,0.4114114114114114,0,0,0.11561561561561562,0.1036036036036036,0,0,0.1981981981981982,0,0.19519519519519518,0.3873873873873874,0,0,0,0,0,0,0.2057057057057057,0,0.09009009009009009,0.7087087087087088,0,0,0,0,0,0
10,Old Approach,BARBE,normal,17,0,0,0,0,0,0,0,0.052552552552552555,0.0990990990990991,0.028528528528528527,0.05855855855855856,0,0.1036036036036036,0.1006006006006006,0,0,0,0.20870870870870872,0,0.10810810810810811,0.28978978978978975,0,0,0,0,0,0,0.3588588588588589,0.10510510510510511,0.3588588588588588,0.7312312312312313,0,0.1021021021021021,0,0.1891891891891892,0.20120120120120122,0
