,0,1,2,3,4,5,6,7
0,Method,Evaluation,Fidelity (Original),Fid. Var.,Euclidean Fidelity,Euc. Var.,Nearest Neighbor Fidelity,NN. Var.
1,normal,Perturbed,0.8395333333333332,0.0021232229885057466,0.8395333333333332,0.0021232229885057466,0.8395333333333332,0.0021232229885057466
2,normal,Single Blind,0.6704467353951891,3.542707336946944e-06,0.6715204788903695,0.0006066118716916331,0.6866666666666668,0.0137816091954023
3,normal,Double Blind,0.9193333333333341,1.3333333333333337e-05,0.921651352557155,0.0001581306306065064,0.9199999999999999,0.005103448275862068
4,uniform,Perturbed,0.7538666666666667,0.004050740229885059,0.7538666666666667,0.004050740229885059,0.7538666666666667,0.004050740229885059
5,uniform,Single Blind,0.6140893470790377,0.0021379627966864687,0.6061982114551312,0.0023249394010102817,0.5966666666666666,0.01257471264367817
6,uniform,Double Blind,0.8053333333333333,0.007005057471264367,0.8002638747399157,0.006195990045493837,0.7933333333333333,0.017195402298850578
7,cauchy,Perturbed,0.5534666666666667,0.0026761195402298854,0.5534666666666667,0.0026761195402298854,0.5534666666666667,0.0026761195402298854
8,cauchy,Single Blind,0.650171821305842,0.003151299257375243,0.6578854098993007,0.002819724348603913,0.6866666666666668,0.014643678160919542
9,cauchy,Double Blind,0.8826666666666672,0.011992643678160931,0.8896704009596854,0.011137116098894064,0.8966666666666665,0.016885057471264363
10,t-distribution,Perturbed,0.7607333333333334,0.006165098850574712,0.7607333333333334,0.006165098850574712,0.7607333333333334,0.006165098850574712
11,t-distribution,Single Blind,0.650171821305842,0.0004612849277348785,0.6507647464146132,0.0009981377397994798,0.6716666666666666,0.01339367816091954
12,t-distribution,Double Blind,0.8793333333333334,0.002137471264367816,0.883307149654392,0.002514173647725602,0.8966666666666667,0.008609195402298849
